821,Send direct link,ارسال لینک مستقیم,2/8/2022,19/11/1400
822,Phone error,خطای تلفن,2/8/2022,19/11/1400
823,Increase amperage,افزایش آمپراژ,2/8/2022,19/11/1400
824,Failure to register the national application code,عدم ثبت کد ملی درخواست,2/8/2022,19/11/1400
825,National code error,خطای کد ملی,2/8/2022,19/11/1400
826,Reduction of amperage,کاهش آمپراژ,2/8/2022,19/11/1400
827,Delete request,حذف درخواست,2/8/2022,19/11/1400
828,Change of name in branch application,تغییر نام در درخواست انشعاب,2/8/2022,19/11/1400
829,commission,کمیسون,2/9/2022,20/11/1400
830,Representative registration,ثبت نماینده,2/9/2022,20/11/1400
831,Changing the national code,تغییر کد ملی,2/9/2022,20/11/1400
832,Installation submission error,خطای ارسال نصب,2/9/2022,20/11/1400
833,Counter payment return,بازگشت وجه کنتور,2/9/2022,20/11/1400
834,name change,تغییر نام,2/9/2022,20/11/1400
835,Installation request,نصب درخواست,2/9/2022,20/11/1400
836,Change the name of the branch,تغییر نام انشعاب,2/9/2022,20/11/1400
837,Direct purchase link,لینک خرید مستقیم,2/12/2022,23/11/1400
838,Return from the purchase of the meter,بازگشت از خرید کنتور,2/12/2022,23/11/1400
839,Changes,تغییرات,2/12/2022,23/11/1400
840,Failure to register the national code,عدم ثبت کد ملی,2/12/2022,23/11/1400
841,Error creating record,خطای ایجاد سابقه,2/12/2022,23/11/1400
842,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,2/12/2022,23/11/1400
843,Registration of exemption,ثبت معافیت,2/12/2022,23/11/1400
844,Rename request,تغییر نام درخواست,2/12/2022,23/11/1400
845,Change phone number,تغییر شماره تلفن,2/12/2022,23/11/1400
846,Moving equipment,جابه جایی تجهیزات,2/13/2022,24/11/1400
847,Exemption,معافیت,2/13/2022,24/11/1400
848,Increase amperage,افزایش آمپراژ,2/13/2022,24/11/1400
849,Power changes,تغییرات قدرت,2/13/2022,24/11/1400
850,Meter fee return,بازگشت هزینه کنتور,2/13/2022,24/11/1400
851,Branching fee collection,جمع آوری هزینه انشعاب,2/13/2022,24/11/1400
852,Change of name in branch application,تغییر نام در درخواست انشعاب,2/14/2022,25/11/1400
853,Branch installation,نصب انشعاب,2/14/2022,25/11/1400
854,Phone error,خطای تلفن,2/14/2022,25/11/1400
855,Delete request,حذف درخواست,2/14/2022,25/11/1400
856,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,2/14/2022,25/11/1400
857,Phone error,خطای تلفن,2/14/2022,25/11/1400
858,Buy a meter,خرید کنتور,2/14/2022,25/11/1400
859,Meter installation,نصب کنتور,2/15/2022,26/11/1400
860,Representative registration,ثبت نماینده,2/15/2022,26/11/1400
861,Counter payment return,بازگشت وجه کنتور,2/15/2022,26/11/1400
862,Purchase confirmation,تایید خرید,2/15/2022,26/11/1400
863,Return from the purchase of the meter,بازگشت از خرید کنتور,2/15/2022,26/11/1400
864,purchase request,درخواست خرید,2/15/2022,26/11/1400
865,Branching somewhere,جا به جایی انشعاب,2/15/2022,26/11/1400
866,Equipment price,قیمت تجهیزات,2/15/2022,26/11/1400
867,Change of representative,تغییر نماینده,2/15/2022,26/11/1400
868,Record,ثبت,2/15/2022,26/11/1400
869,Cable request,درخواست کابل,2/15/2022,26/11/1400
870,Buy a meter,خرید کنتور,2/19/2022,30/11/1400
871,Increase amperage,افزایش آمپراژ,2/19/2022,30/11/1400
872,meter,کنتور,2/19/2022,30/11/1400
873,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,2/19/2022,30/11/1400
874,No information error,خطای عدم وجود اطلاعات,2/19/2022,30/11/1400
875,Moving equipment,جابه جایی تجهیزات,2/19/2022,30/11/1400
876,Collect request,جمع آوری درخواست,2/19/2022,30/11/1400
877,Wrong national code,کد ملی اشتباه,2/19/2022,30/11/1400
878,Collect request,جمع آوری درخواست,2/19/2022,30/11/1400
879,Return from the purchase of the meter,بازگشت از خرید کنتور,2/20/2022,01/12/1400
880,Purchase confirmation request,درخواست تایید خرید,2/20/2022,01/12/1400
881,Change in request,تغییر در درخواست,2/20/2022,01/12/1400
882,Direct purchase link,لینک خرید مستقیم,2/20/2022,01/12/1400
883,Company commitment applicant,متقاضی تعهد شرکت,2/20/2022,01/12/1400
884,National code error,خطای کد ملی,2/20/2022,01/12/1400
885,Increment error,خطای افزایش,2/20/2022,01/12/1400
886,Branch fee approval,تایید هزینه انشعاب,2/20/2022,01/12/1400
887,Installation request,نصب درخواست,2/21/2022,02/12/1400
888,Increase amperage,افزایش آمپراژ,2/21/2022,02/12/1400
889,No meter,عدم وجود کنتور,2/21/2022,02/12/1400
890,Request power changes,تغییرات قدرت درخواست,2/21/2022,02/12/1400
891,Impossibility of creating a record,عدم امکان ایجاد سابقه,2/21/2022,02/12/1400
892,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,2/21/2022,02/12/1400
893,Reduction of amperage,کاهش آمپراژ,2/21/2022,02/12/1400
894,Meter installation,نصب کنتور,2/21/2022,02/12/1400
895,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,2/21/2022,02/12/1400
896,name change,تغییر نام,2/22/2022,03/12/1400
897,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,2/22/2022,03/12/1400
898,Counter payment return,بازگشت وجه کنتور,2/22/2022,03/12/1400
899,National code error,خطای کد ملی,2/22/2022,03/12/1400
900,Representative registration,ثبت نماینده,2/22/2022,03/12/1400
901,Return of branching point,بازگشت وجه انشعاب,2/22/2022,03/12/1400
902,My age system,سامانه سنم,2/22/2022,03/12/1400
903,Lack of meter inventory,عدم موجودی کنتور,2/22/2022,03/12/1400
904,agreement,توافق نامه,2/22/2022,03/12/1400
905,Cable request,درخواست کابل,2/22/2022,03/12/1400
906,Request error,خطا درخواست,2/22/2022,03/12/1400
907,Moving the meter,جابه جایی کنتور,2/23/2022,04/12/1400
908,meter,کنتور,2/23/2022,04/12/1400
909,Reduction of amperage,کاهش آمپراژ,2/23/2022,04/12/1400
910,commission,کمیسون,2/23/2022,04/12/1400
911,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,2/23/2022,04/12/1400
912,Replacement of equipment,تعویض لوازم,2/23/2022,04/12/1400
913,Failure to register the national code,عدم ثبت کد ملی,2/23/2022,04/12/1400
914,agreement,توافق نامه,2/26/2022,07/12/1400
915,Impossibility of creating a record,عدم امکان ایجاد سابقه,2/26/2022,07/12/1400
916,Change of name in branch application,تغییر نام در درخواست انشعاب,2/26/2022,07/12/1400
917,Equipment price,قیمت تجهیزات,2/26/2022,07/12/1400
918,displacement,جابه جایی,2/26/2022,07/12/1400
919,name change,تغییر نام,2/27/2022,08/12/1400
920,Application Number,شماره درخواست,2/27/2022,08/12/1400
921,Application Number,شماره درخواست,2/27/2022,08/12/1400
922,Branch fee slip,فیش هزینه انشعاب,2/27/2022,08/12/1400
923,Phone error,خطای تلفن,2/27/2022,08/12/1400
924,Lack of meter inventory,عدم موجودی کنتور,2/27/2022,08/12/1400
925,Direct link,لینک ارسال مستقیم,2/27/2022,08/12/1400
926,Confirmation of meter purchase,تایید خرید کنتور,2/28/2022,09/12/1400
927,National code error,خطای کد ملی,2/28/2022,09/12/1400
928,Registration of exemption,ثبت معافیت,2/28/2022,09/12/1400
929,Branch fee slip,فیش هزینه انشعاب,2/28/2022,09/12/1400
930,Design Commission,کمسیون طرح,2/28/2022,09/12/1400
931,Failure to register an application,عدم ثبت درخواست,2/28/2022,09/12/1400
932,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,2/28/2022,09/12/1400
933,It is not possible to change the request,عدم امکان تغییر درخواست,2/28/2022,09/12/1400
934,Branch cost modification,اصلاح هزینه انشعاب,3/4/2022,13/12/1400
935,Request power changes,تغییرات قدرت درخواست,3/4/2022,13/12/1400
936,Cable request,درخواست کابل,3/4/2022,13/12/1400
937,Direct purchase link,لینک خرید مستقیم,3/4/2022,13/12/1400
938,My age system,سامانه سنم,3/4/2022,13/12/1400
939,Record,ثبت,3/4/2022,13/12/1400
940,Cable request,درخواست کابل,3/5/2022,14/12/1400
941,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,3/5/2022,14/12/1400
942,Request power changes,تغییرات قدرت درخواست,3/5/2022,14/12/1400
943,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,3/5/2022,14/12/1400
944,Direct link,لینک ارسال مستقیم,3/5/2022,14/12/1400
945,Direct link,لینک ارسال مستقیم,3/5/2022,14/12/1400
946,File request,بایگانی درخواست,3/5/2022,14/12/1400
947,Purchased meter,کنتور خریداری شده,3/5/2022,14/12/1400
948,Direct purchase applicant,متقاضی خرید مستقیم,3/6/2022,15/12/1400
949,Increase amperage,افزایش آمپراژ,3/6/2022,15/12/1400
950,Branching fee collection,جمع آوری هزینه انشعاب,3/6/2022,15/12/1400
951,Buy a meter,خرید کنتور,3/6/2022,15/12/1400
952,Branch fee slip,فیش هزینه انشعاب,3/6/2022,15/12/1400
953,Installation request,نصب درخواست,3/6/2022,15/12/1400
954,Collect,جمع آوری,3/6/2022,15/12/1400
955,Error creating record,خطای ایجاد سابقه,3/6/2022,15/12/1400
956,Branch,انشعاب,3/7/2022,16/12/1400
957,Changes,تغییرات,3/7/2022,16/12/1400
958,Design Commission,کمسیون طرح,3/7/2022,16/12/1400
959,Request error,خطا درخواست,3/7/2022,16/12/1400
960,Branch cable,کابل انشعاب,3/7/2022,16/12/1400
961,Meter installation,نصب کنتور,3/7/2022,16/12/1400
962,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,3/7/2022,16/12/1400
963,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,3/7/2022,16/12/1400
964,Delete request,حذف درخواست,3/7/2022,16/12/1400
965,Phone error,خطای تلفن,3/8/2022,17/12/1400
966,No meter,عدم وجود کنتور,3/8/2022,17/12/1400
967,name change,تغییر نام,3/8/2022,17/12/1400
968,Error in national code,خطا در کد ملی,3/8/2022,17/12/1400
969,My age system,سامانه سنم,3/8/2022,17/12/1400
970,Inventory of the district,موجودی ناحیه,3/8/2022,17/12/1400
971,Application Number,شماره درخواست,3/8/2022,17/12/1400
972,Cable request,درخواست کابل,3/8/2022,17/12/1400
973,Moving the meter,جابه جایی کنتور,3/8/2022,17/12/1400
974,Purchase confirmation,تایید خرید,3/9/2022,18/12/1400
975,Delete request,حذف درخواست,3/9/2022,18/12/1400
976,Request changes,تغییرات درخواست,3/9/2022,18/12/1400
977,Collect request,جمع آوری درخواست,3/9/2022,18/12/1400
978,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,3/9/2022,18/12/1400
979,No meter,عدم وجود کنتور,3/9/2022,18/12/1400
980,It is not possible to change the request,عدم امکان تغییر درخواست,3/9/2022,18/12/1400
981,My age system,سامانه سنم,3/9/2022,18/12/1400
982,Moving the meter,جابه جایی کنتور,3/9/2022,18/12/1400
983,Representative registration,ثبت نماینده,3/9/2022,18/12/1400
984,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,3/9/2022,18/12/1400
985,Changing the national code,تغییر کد ملی,3/12/2022,21/12/1400
986,Confirmation of meter purchase,تایید خرید کنتور,3/13/2022,22/12/1400
987,It is not possible to send a link,عدم امکان ارسال لینک,3/14/2022,23/12/1400
988,Increment error,خطای افزایش,3/14/2022,23/12/1400
989,displacement,جابه جایی,3/14/2022,23/12/1400
990,Branching fee collection,جمع آوری هزینه انشعاب,3/14/2022,23/12/1400
991,displacement,جابه جایی,3/15/2022,24/12/1400
992,Approval of exemption,تایید معافیت,3/15/2022,24/12/1400
993,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,3/15/2022,24/12/1400
994,Commission,کمیسیون,3/15/2022,24/12/1400
995,Confirmation of meter purchase,تایید خرید کنتور,3/15/2022,24/12/1400
996,Request power changes,تغییرات قدرت درخواست,3/15/2022,24/12/1400
997,Delete request,حذف درخواست,3/16/2022,25/12/1400
998,Record,ثبت,3/16/2022,25/12/1400
999,File request,بایگانی درخواست,3/16/2022,25/12/1400
1000,commission,کمیسون,3/16/2022,25/12/1400
1001,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,3/16/2022,25/12/1400
1002,Failure to register the national application code,عدم ثبت کد ملی درخواست,3/16/2022,25/12/1400
1003,Branch fee approval,تایید هزینه انشعاب,3/16/2022,25/12/1400
1004,Rename request,تغییر نام درخواست,3/16/2022,25/12/1400
1005,Request changes,تغییرات درخواست,3/16/2022,25/12/1400
1006,Installation request,نصب درخواست,3/16/2022,25/12/1400
1007,Impossibility of creating a record,عدم امکان ایجاد سابقه,3/27/2022,07/01/1401
1008,Direct purchase exemption,معافیت خرید مستقیم,3/27/2022,07/01/1401
1009,meter,کنتور,3/27/2022,07/01/1401
1010,File request,بایگانی درخواست,3/27/2022,07/01/1401
1011,Purchase confirmation request,درخواست تایید خرید,3/27/2022,07/01/1401
1012,Collect request,جمع آوری درخواست,3/27/2022,07/01/1401
1013,Rename request,تغییر نام درخواست,3/27/2022,07/01/1401
1014,Send direct link,ارسال لینک مستقیم,3/27/2022,07/01/1401
1015,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,3/27/2022,07/01/1401
1016,Cable request,درخواست کابل,3/27/2022,07/01/1401
1017,Representative registration,ثبت نماینده,3/27/2022,07/01/1401
1018,Registration of exemption,ثبت معافیت,3/28/2022,08/01/1401
1019,Request changes,تغییرات درخواست,3/28/2022,08/01/1401
1020,applying for,درخواست,3/28/2022,08/01/1401
1021,purchase request,درخواست خرید,3/28/2022,08/01/1401
1022,Buy a meter,خرید کنتور,3/28/2022,08/01/1401
1023,Collect request,جمع آوری درخواست,3/28/2022,08/01/1401
1024,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,3/28/2022,08/01/1401
1025,No information error,خطای عدم وجود اطلاعات,3/28/2022,08/01/1401
1026,Name change request,درخواست تغییر نام,3/30/2022,10/01/1401
1027,Counter payment return,بازگشت وجه کنتور,3/30/2022,10/01/1401
1028,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,3/30/2022,10/01/1401
1029,Return of branching point,بازگشت وجه انشعاب,3/30/2022,10/01/1401
1030,Direct purchase exemption,معافیت خرید مستقیم,3/30/2022,10/01/1401
1031,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,3/30/2022,10/01/1401
1032,Request power changes,تغییرات قدرت درخواست,3/30/2022,10/01/1401
1033,commission,کمیسون,3/30/2022,10/01/1401
1034,Direct link,لینک ارسال مستقیم,3/30/2022,10/01/1401
1035,Purchase confirmation request,درخواست تایید خرید,4/3/2022,14/01/1401
1036,It is not possible to send a link,عدم امکان ارسال لینک,4/3/2022,14/01/1401
1037,Branching somewhere,جا به جایی انشعاب,4/3/2022,14/01/1401
1038,Collect,جمع آوری,4/3/2022,14/01/1401
1039,purchase request,درخواست خرید,4/3/2022,14/01/1401
1040,Cable assignment,اختصاص کابل,4/3/2022,14/01/1401
1041,purchase request,درخواست خرید,4/3/2022,14/01/1401
1042,Change phone number,تغییر شماره تلفن,4/3/2022,14/01/1401
1043,Change the name of the branch,تغییر نام انشعاب,4/3/2022,14/01/1401
1044,It is not possible to send a link,عدم امکان ارسال لینک,4/3/2022,14/01/1401
1045,Replacement of equipment,تعویض لوازم,4/3/2022,14/01/1401
1046,Installation request,نصب درخواست,4/3/2022,14/01/1401
1047,Application Number,شماره درخواست,4/4/2022,15/01/1401
1048,Name change request,درخواست تغییر نام,4/4/2022,15/01/1401
1049,Installation request,نصب درخواست,4/4/2022,15/01/1401
1050,It is not possible to send a link,عدم امکان ارسال لینک,4/4/2022,15/01/1401
1051,Branch fee approval,تایید هزینه انشعاب,4/4/2022,15/01/1401
1052,Purchase confirmation request,درخواست تایید خرید,4/4/2022,15/01/1401
1053,meter,کنتور,4/4/2022,15/01/1401
1054,Request changes,تغییرات درخواست,4/4/2022,15/01/1401
1055,No information error,خطای عدم وجود اطلاعات,4/4/2022,15/01/1401
1056,commission,کمیسون,4/4/2022,15/01/1401
1057,Change in request,تغییر در درخواست,4/4/2022,15/01/1401
1058,Collect,جمع آوری,4/4/2022,15/01/1401
1059,Request error,خطا درخواست,4/5/2022,16/01/1401
1060,Error in national code,خطا در کد ملی,4/5/2022,16/01/1401
1061,Increase amperage,افزایش آمپراژ,4/5/2022,16/01/1401
1062,Representative registration,ثبت نماینده,4/5/2022,16/01/1401
1063,Changing the national code,تغییر کد ملی,4/5/2022,16/01/1401
1064,File request,بایگانی درخواست,4/6/2022,17/01/1401
1065,Request error,خطا درخواست,4/6/2022,17/01/1401
1066,Purchased meter,کنتور خریداری شده,4/6/2022,17/01/1401
1067,Purchase confirmation,تایید خرید,4/6/2022,17/01/1401
1068,purchase request,درخواست خرید,4/6/2022,17/01/1401
1069,No change in the contractor,عدم تغییر در پیمانکار,4/6/2022,17/01/1401
1070,Failure to display the purchased meter,عدم نمایش کنتور خریداری شده,4/9/2022,20/01/1401
1071,Cable request,درخواست کابل,4/9/2022,20/01/1401
1072,Increment error,خطای افزایش,4/9/2022,20/01/1401
1073,Direct purchase link,لینک خرید مستقیم,4/9/2022,20/01/1401
1074,Representative registration,ثبت نماینده,4/9/2022,20/01/1401
1075,Return from the purchase of the meter,بازگشت از خرید کنتور,4/9/2022,20/01/1401
1076,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,4/9/2022,20/01/1401
1077,Change the name of the branch,تغییر نام انشعاب,4/10/2022,21/01/1401
1078,Failure to register an application,عدم ثبت درخواست,4/10/2022,21/01/1401
1079,Direct purchase exemption,معافیت خرید مستقیم,4/10/2022,21/01/1401
1080,Confirmation of meter purchase,تایید خرید کنتور,4/10/2022,21/01/1401
1081,Change phone number,تغییر شماره تلفن,4/11/2022,22/01/1401
1082,Change of name in branch application,تغییر نام در درخواست انشعاب,4/11/2022,22/01/1401
1083,Changing the national code,تغییر کد ملی,4/11/2022,22/01/1401
1084,Failure to register the national application code,عدم ثبت کد ملی درخواست,4/11/2022,22/01/1401
1085,Request to change the requested branch name,درخواست تغییر نام انشعاب درخواستی,4/11/2022,22/01/1401
1086,Representative registration,ثبت نماینده,4/11/2022,22/01/1401
1087,No information error,خطای عدم وجود اطلاعات,4/11/2022,22/01/1401
1088,Failure to register an application,عدم ثبت درخواست,4/11/2022,22/01/1401
1089,purchase request,درخواست خرید,4/12/2022,23/01/1401
1090,Change the name of the branch,تغییر نام انشعاب,4/12/2022,23/01/1401
1091,Return of branching point,بازگشت وجه انشعاب,4/12/2022,23/01/1401
1092,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,4/12/2022,23/01/1401
1093,Representative registration,ثبت نماینده,4/12/2022,23/01/1401
1094,Change the name of the branch,تغییر نام انشعاب,4/12/2022,23/01/1401
1095,Request power changes,تغییرات قدرت درخواست,4/12/2022,23/01/1401
1096,Exemption,معافیت,4/12/2022,23/01/1401
1097,name change,تغییر نام,4/13/2022,24/01/1401
1098,Rename request,تغییر نام درخواست,4/13/2022,24/01/1401
1099,Request error,خطا درخواست,4/13/2022,24/01/1401
1100,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,4/13/2022,24/01/1401
1101,Counter payment return,بازگشت وجه کنتور,4/13/2022,24/01/1401
1102,Commission,کمیسیون,4/13/2022,24/01/1401
1103,Branching somewhere,جا به جایی انشعاب,4/13/2022,24/01/1401
1104,Record error,خطای ثبت سابقه,4/13/2022,24/01/1401
1105,Request error,خطا درخواست,4/16/2022,27/01/1401
1106,Commission,کمیسیون,4/16/2022,27/01/1401
1107,It is not possible to register a replacement request,عدم امکان ثبت درخواست تعویض,4/16/2022,27/01/1401
1108,It is not possible to change the request,عدم امکان تغییر درخواست,4/16/2022,27/01/1401
1109,Request power changes,تغییرات قدرت درخواست,4/16/2022,27/01/1401
1110,commission,کمیسون,4/16/2022,27/01/1401
1111,Lack of meter inventory,عدم موجودی کنتور,4/16/2022,27/01/1401
1112,No information error,خطای عدم وجود اطلاعات,4/16/2022,27/01/1401
1113,Wrong national code,کد ملی اشتباه,4/16/2022,27/01/1401
1114,Record,ثبت,4/17/2022,28/01/1401
1115,Change of representative,تغییر نماینده,4/17/2022,28/01/1401
1116,purchase request,درخواست خرید,4/17/2022,28/01/1401
1117,Exemption,معافیت,4/17/2022,28/01/1401
1118,Increase amperage,افزایش آمپراژ,4/17/2022,28/01/1401
1119,Branching somewhere,جا به جایی انشعاب,4/17/2022,28/01/1401
1120,Branch fee approval,تایید هزینه انشعاب,4/18/2022,29/01/1401
1121,Name change request,درخواست تغییر نام,4/18/2022,29/01/1401
1122,Direct purchase link,لینک خرید مستقیم,4/18/2022,29/01/1401
1123,displacement,جابه جایی,4/19/2022,30/01/1401
1124,Installation request,نصب درخواست,4/19/2022,30/01/1401
1125,Increment error,خطای افزایش,4/19/2022,30/01/1401
1126,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,4/19/2022,30/01/1401
1127,Increment error,خطای افزایش,4/19/2022,30/01/1401
1128,No change in the contractor,عدم تغییر در پیمانکار,4/19/2022,30/01/1401
1129,Moving the meter,جابه جایی کنتور,4/20/2022,31/01/1401
1130,Design Commission,کمسیون طرح,4/20/2022,31/01/1401
1131,Branching fee collection,جمع آوری هزینه انشعاب,4/20/2022,31/01/1401
1132,No change in the contractor,عدم تغییر در پیمانکار,4/20/2022,31/01/1401
1133,It is not possible to change the request,عدم امکان تغییر درخواست,4/20/2022,31/01/1401
1134,Purchase confirmation request,درخواست تایید خرید,4/20/2022,31/01/1401
1135,Impossibility of creating a record,عدم امکان ایجاد سابقه,4/20/2022,31/01/1401
1136,Unable to send to installation,عدم امکان ارسال به نصب,4/24/2022,04/02/1401
1137,My age system,سامانه سنم,4/24/2022,04/02/1401
1138,Return of branching point,بازگشت وجه انشعاب,4/24/2022,04/02/1401
1139,displacement,جابه جایی,4/24/2022,04/02/1401
1140,Send direct link,ارسال لینک مستقیم,4/24/2022,04/02/1401
1141,No change in the contractor,عدم تغییر در پیمانکار,4/24/2022,04/02/1401
1142,Error creating record,خطای ایجاد سابقه,4/24/2022,04/02/1401
1143,Direct purchase exemption,معافیت خرید مستقیم,4/24/2022,04/02/1401
1144,Branch fee approval,تایید هزینه انشعاب,4/24/2022,04/02/1401
1145,meter,کنتور,4/24/2022,04/02/1401
1146,Request error,خطا درخواست,4/25/2022,05/02/1401
1147,Purchase confirmation,تایید خرید,4/25/2022,05/02/1401
1148,Lack of meter inventory,عدم موجودی کنتور,4/26/2022,06/02/1401
1149,Branch fee slip,فیش هزینه انشعاب,4/26/2022,06/02/1401
1150,It is not possible to change the request,عدم امکان تغییر درخواست,4/26/2022,06/02/1401
1151,Branch cost modification,اصلاح هزینه انشعاب,4/26/2022,06/02/1401
1152,Buy a meter,خرید کنتور,4/27/2022,07/02/1401
1153,Approval of exemption,تایید معافیت,4/27/2022,07/02/1401
1154,Application Number,شماره درخواست,4/27/2022,07/02/1401
1155,Changes,تغییرات,4/27/2022,07/02/1401
1156,Record error,خطای ثبت سابقه,4/27/2022,07/02/1401
1157,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,4/27/2022,07/02/1401
1158,name change,تغییر نام,4/27/2022,07/02/1401
1159,change phone,تغییر تلفن,4/27/2022,07/02/1401
1160,Change phone number,تغییر شماره تلفن,4/30/2022,10/02/1401
1161,Meter fee return,بازگشت هزینه کنتور,4/30/2022,10/02/1401
1162,Buy a meter,خرید کنتور,4/30/2022,10/02/1401
1163,Change in request,تغییر در درخواست,4/30/2022,10/02/1401
1164,Reduction of amperage,کاهش آمپراژ,4/30/2022,10/02/1401
1165,No change in the contractor,عدم تغییر در پیمانکار,4/30/2022,10/02/1401
1166,Failure to register equipment information,عدم ثبت اطلاعات تجهیز,4/30/2022,10/02/1401
1167,purchase request,درخواست خرید,4/30/2022,10/02/1401
1168,Power changes,تغییرات قدرت,4/30/2022,10/02/1401
1169,No change in the contractor,عدم تغییر در پیمانکار,4/30/2022,10/02/1401
1170,Installation submission error,خطای ارسال نصب,4/30/2022,10/02/1401
1171,Replacement of equipment,تعویض لوازم,5/1/2022,11/02/1401
1172,Branch fee approval,تایید هزینه انشعاب,5/1/2022,11/02/1401
1173,Request error,خطا درخواست,5/1/2022,11/02/1401
1174,Branch cable,کابل انشعاب,5/1/2022,11/02/1401
1175,Exemption from payment of branching fee,معافیت در پرداخت هزینه انشعاب,5/1/2022,11/02/1401
1176,Installation request,نصب درخواست,5/2/2022,12/02/1401
1177,Delete request,حذف درخواست,5/2/2022,12/02/1401
1178,Error in national code,خطا در کد ملی,5/2/2022,12/02/1401
1179,Installation submission error,خطای ارسال نصب,5/2/2022,12/02/1401
1180,Branch cost modification,اصلاح هزینه انشعاب,5/7/2022,17/02/1401
1181,displacement,جابه جایی,5/7/2022,17/02/1401
1182,Direct purchase applicant,متقاضی خرید مستقیم,5/7/2022,17/02/1401
1183,Change of representative,تغییر نماینده,5/7/2022,17/02/1401
1184,agreement,توافق نامه,5/7/2022,17/02/1401
1185,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,5/7/2022,17/02/1401
1186,Commission,کمیسیون,5/7/2022,17/02/1401
1187,Request power changes,تغییرات قدرت درخواست,5/8/2022,18/02/1401
1188,Send direct link,ارسال لینک مستقیم,5/8/2022,18/02/1401
1189,Cable assignment,اختصاص کابل,5/8/2022,18/02/1401
1190,Confirmation of meter purchase,تایید خرید کنتور,5/8/2022,18/02/1401
1191,Unable to send to installation,عدم امکان ارسال به نصب,5/8/2022,18/02/1401
1192,Commission,کمیسیون,5/8/2022,18/02/1401
1193,Moving the meter,جابه جایی کنتور,5/8/2022,18/02/1401
1194,Direct purchase applicant,متقاضی خرید مستقیم,5/8/2022,18/02/1401
1195,Request changes,تغییرات درخواست,5/8/2022,18/02/1401
1196,Commission change,تغیییر کمیسیون,5/9/2022,19/02/1401
1197,Commission change,تغیییر کمیسیون,5/9/2022,19/02/1401
1198,Company commitment applicant,متقاضی تعهد شرکت,5/9/2022,19/02/1401
1199,Rename request,تغییر نام درخواست,5/9/2022,19/02/1401
1200,Application Number,شماره درخواست,5/9/2022,19/02/1401
1201,Record,ثبت,5/9/2022,19/02/1401
1202,Error creating record,خطای ایجاد سابقه,5/9/2022,19/02/1401
1203,Collect,جمع آوری,5/9/2022,19/02/1401
1204,Moving equipment,جابه جایی تجهیزات,5/9/2022,19/02/1401
1205,the receipt,فیش,5/10/2022,20/02/1401
1206, Collect,جمع آوری ,5/10/2022,20/02/1401
1207,Increase amperage,افزایش آمپراژ,5/10/2022,20/02/1401
1208,change phone,تغییر تلفن,5/10/2022,20/02/1401
1209,Inventory of the district,موجودی ناحیه,5/10/2022,20/02/1401
1210,Counter payment return,بازگشت وجه کنتور,5/10/2022,20/02/1401
1211,Failure to register the national code,عدم ثبت کد ملی,5/10/2022,20/02/1401
1212,Purchase of the meter by the applicant,خرید کنتور توسط متقاضی,5/11/2022,21/02/1401
1213,Return from the purchase of the meter,بازگشت از خرید کنتور,5/11/2022,21/02/1401
1214,Request for exemption in direct purchase,درخواست معافیت در خرید مستقیم,5/11/2022,21/02/1401
1215,Delete request,حذف درخواست,5/11/2022,21/02/1401
1216,Failure to record amperage increase,عدم ثبت افزایش آمپراژ,5/11/2022,21/02/1401
1217,Moving the meter,جابه جایی کنتور,5/11/2022,21/02/1401
1218,Increment error,خطای افزایش,5/11/2022,21/02/1401
1219,the receipt,فیش,5/11/2022,21/02/1401
1220,Purchase confirmation,تایید خرید,5/14/2022,24/02/1401
1221,meter,کنتور,5/14/2022,24/02/1401
1222,My age system,سامانه سنم,5/14/2022,24/02/1401
1223,Approval of meter exemption,تایید معافیت کنتور,5/14/2022,24/02/1401
1224,Direct purchase link,لینک خرید مستقیم,5/14/2022,24/02/1401
1225,Cable assignment,اختصاص کابل,5/14/2022,24/02/1401
